2026-08-19 23:56:56.237 [background-preinit] [--] INFO  api-gateway-o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2026-08-19 23:56:59.618 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [After]
2026-08-19 23:56:59.618 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Before]
2026-08-19 23:56:59.618 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Between]
2026-08-19 23:56:59.618 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Cookie]
2026-08-19 23:56:59.618 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Header]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Host]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Method]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Path]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Query]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [ReadBody]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [RemoteAddr]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [XForwardedRemoteAddr]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [Weight]
2026-08-19 23:56:59.619 [main] [--] INFO  api-gateway-o.s.c.g.r.RouteDefinitionRouteLocator - Loaded RoutePredicateFactory [CloudFoundryRouteService]
2026-08-19 23:57:00.150 [main] [--] INFO  api-gateway-o.s.b.a.e.web.EndpointLinksResolver - Exposing 17 endpoints beneath base path '/actuator'
2026-08-19 23:57:00.589 [main] [--] INFO  api-gateway-o.s.c.n.e.c.DiscoveryClientOptionalArgsConfiguration - Eureka HTTP Client uses RestTemplate.
2026-08-19 23:57:00.625 [main] [--] WARN  api-gateway-o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2026-08-19 23:57:00.717 [main] [--] INFO  api-gateway-o.s.c.n.eureka.InstanceInfoFactory - Setting initial instance status as: STARTING
2026-08-19 23:57:00.743 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Initializing Eureka in region us-east-1
2026-08-19 23:57:00.749 [main] [--] INFO  api-gateway-c.n.d.s.r.aws.ConfigClusterResolver - Resolving eureka endpoints via configuration
2026-08-19 23:57:00.759 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Disable delta property : false
2026-08-19 23:57:00.759 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Single vip registry refresh property : null
2026-08-19 23:57:00.759 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Force full registry fetch : false
2026-08-19 23:57:00.759 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Application is null : false
2026-08-19 23:57:00.759 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Registered Applications size is zero : true
2026-08-19 23:57:00.760 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Application version is -1: true
2026-08-19 23:57:00.760 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Getting all instance registry info from the eureka server
2026-08-19 23:57:01.107 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - The response status is 200
2026-08-19 23:57:01.111 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Starting heartbeat executor: renew interval is: 30
2026-08-19 23:57:01.113 [main] [--] INFO  api-gateway-c.n.discovery.InstanceInfoReplicator - InstanceInfoReplicator onDemand update allowed rate per min is 4
2026-08-19 23:57:01.115 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Discovery Client initialized at timestamp 1787164021115 with initial instances count: 4
2026-08-19 23:57:01.120 [main] [--] INFO  api-gateway-o.s.c.n.e.s.EurekaServiceRegistry - Registering application API-GATEWAY with eureka with status UP
2026-08-19 23:57:01.120 [main] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - Saw local status change event StatusChangeEvent [timestamp=1787164021120, current=UP, previous=STARTING]
2026-08-19 23:57:01.121 [DiscoveryClient-InstanceInfoReplicator-%d] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - DiscoveryClient_API-GATEWAY/TANISH.mshome.net:api-gateway:8081: registering service...
2026-08-19 23:57:01.199 [DiscoveryClient-InstanceInfoReplicator-%d] [--] INFO  api-gateway-c.netflix.discovery.DiscoveryClient - DiscoveryClient_API-GATEWAY/TANISH.mshome.net:api-gateway:8081 - registration status: 204
2026-08-19 23:57:01.407 [main] [--] INFO  api-gateway-o.s.b.w.e.netty.NettyWebServer - Netty started on port 8081 (http)
2026-08-19 23:57:01.411 [main] [--] INFO  api-gateway-o.s.c.n.e.s.EurekaAutoServiceRegistration - Updating port to 8081
2026-08-19 23:57:01.462 [main] [--] INFO  api-gateway-c.t.e.a.ApiGatewayApplication - Started ApiGatewayApplication in 7.66 seconds (process running for 8.418)
